Vrsta izbora;Naziv županije;Naziv grada/općine;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MAKARSKA;STJEPAN ZELIĆ;;STJEPAN ZELIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MARINA;ANTE MAMUT;;ANTE MAMUT - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MARINA;LJUBOMIR RADIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MILNA;FRANE LOZIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MILNA;TOMISLAV MIJIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;NEREŽIŠĆA;FRANE BEROŠ;;ALTERNATIVA, AM
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;NEREŽIŠĆA;SVEMIR OBILINOVIĆ;;SVEMIR OBILINOVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OMIŠ;JOSIP BANOVIĆ;;HDZ, HSP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OMIŠ;DINO BELOŠEVIĆ;;DP, HDS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OMIŠ;IVO TOMASOVIĆ;;IVO TOMASOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OTOK;DUŠAN ĐULA;;DUŠAN ĐULA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OTOK;LUKA GRGAT;;HRVATSKA STRANKA PRAVA - 1861 - HSP - 1861
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OTOK;IVAN LACO;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODBABLJE;BORIS GLAVAŠ;;HRVATSKI SUVERENISTI, HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NHR, GO
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODBABLJE;IVAN KARIN;;NEZAVISNA LISTA PODBABLJE SUTRA, HSP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODBABLJE;MARKO KUJUNDŽIĆ;;MARKO KUJUNDŽIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODBABLJE;JOSIP ŠERIĆ;;HDZ, HDS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODGORA;DRAŽAN KOVAČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODGORA;ANTE MILIČIĆ;;ANTE MILIČIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODGORA;PETRA RADIĆ;;NEZAVISNA LISTA MLADIH - NLM
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODGORA;ZORAN RADONIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODSTRANA;GORDANA BOŽIKOVIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODSTRANA;MIJO DROPULJIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODSTRANA;VELIMIR GAVRANIĆ;;SDP, HSS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODSTRANA;KRISTINA JERČIĆ;;MOST
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PODSTRANA;JOSIP VUKOVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;POSTIRA;SINIŠA MAROVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PUČIŠĆA;ROKO CAPKOVIĆ;;ROKO CAPKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PUČIŠĆA;MARINO KAŠTELAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SEGET;LUKA JADRIĆ;;LUKA JADRIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SEGET;IVO SORIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SEGET;JOSIP ŠPIKA;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SELCA;PETAR BEZMALINOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SELCA;IVAN MARIJANČEVIĆ;;IVAN MARIJANČEVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SINJ;MIRO BULJ;;MOST
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SINJ;IVAN JADRIJEVIĆ;;IVAN JADRIJEVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SINJ;IGOR VIDALINA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SINJ;NIKOLA VUČKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SOLIN;TIHOMIR BEČKO;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SOLIN;VEDRAN DUVNJAK;;NEZAVISNA LISTA MLADIH - NLM
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SOLIN;MARIO JAMAN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SOLIN;JOSIP KERUM;;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SOLIN;DAVOR MIKAS;;BOLJI SOLIN - BS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SOLIN;DALIBOR NINČEVIĆ;;HDZ, HSU
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;ZDESLAV BENZON;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;ANTE FRANIĆ;;SDP, HSU
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;IVICA GRKOVIĆ;;MOST
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;NANSI IVANIŠEVIĆ;;DOMOVINSKI POKRET - DP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;ŽELJKO KERUM;;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;VICE MIHANOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;MARIJO POPOVIĆ;;HSP, HRVATSKI SUVERENISTI, HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;JAKOV PRKIĆ;;MOŽEMO! - POLITIČKA PLATFORMA, NL, PAMETNO ZA SPLIT I DALMACIJU
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;IVICA PULJAK;;CENTAR
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;BRANKA RAMLJAK;;BRANKA RAMLJAK - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SPLIT;SINIŠA VUCO;;HRVATSKA SELJAČKA STRANKA - HSS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;STARI GRAD;LUKA ROIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;STARI GRAD;ANTONIO ŠKARPA;;ANTONIO ŠKARPA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SUĆURAJ;IVAN SLAVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SUPETAR;PETAR MARIČIĆ;;PETAR MARIČIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SUPETAR;IVANA MARKOVIĆ;;SDP, HSU
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ŠESTANOVAC;MARTIN MERČEP;;HDZ, HSP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ŠESTANOVAC;JOŠKO PEJKOVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ŠOLTA;NIKOLA CECIĆ-KARUZIĆ;;NIKOLA CECIĆ-KARUZIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ŠOLTA;TIHOMIR GLAVURTIĆ;;TIHOMIR GLAVURTIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ŠOLTA;IVAN ZLENDIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TRILJ;IVAN BUGARIN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TRILJ;MILJENKO MARIĆ;;MOST
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TRILJ;IVAN ŠIPIĆ;;IVAN ŠIPIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TROGIR;ANTE BILIĆ;;SDP, HNS, HSU, LABURISTI
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TROGIR;SINIŠA STOJAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TROGIR;IVAN ŠUSTIĆ;;IVAN ŠUSTIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VIS;IVO RADICA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VIS;SANJA SVILIČIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRGORAC;DARIJO GALIĆ;;DARIJO GALIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRGORAC;MILE HERCEG;;NEZAVISNA LISTA MLADIH - NLM
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRGORAC;MARKO KALAJŽIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRLIKA;JOSIP BLAŽEVIĆ;;MOST
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRLIKA;MARIJO DELIĆ;;MARIJO DELIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRLIKA;GORAN GUTIĆ;;HRVATSKA STRANKA PRAVA - HSP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;VRLIKA;JURE PLAZONIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZAGVOZD;MIROSLAV GAĆE;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZMIJAVCI;BRANKO IVKOŠIĆ;;BRANKO IVKOŠIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZMIJAVCI;IVANA ŠABIĆ;;IVANA ŠABIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZMIJAVCI;MIRKO ŠUMELJ;;MIRKO ŠUMELJ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZMIJAVCI;MIJO ŠUTO;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZMIJAVCI;MATE TODORIĆ;;MATE TODORIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZMIJAVCI;MLADEN TODORIĆ;;HRVATSKI SUVERENISTI
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGOPOLJE;PERICA BOSANČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGOPOLJE;IVICA RADOŠEVIĆ;;IVICA RADOŠEVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;LEĆEVICA;ANTE BARAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;LEĆEVICA;RENATA KELAM;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;LOKVIČIĆI;BRANKO KNEZOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OKRUG;SANJA KUZMANIĆ KOMADINA;;HDZ, HSP, HSU
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OKRUG;ZORAN LJUBICA;;SDP, HNS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;OKRUG;IVICA RADIĆ;;IVICA RADIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PRGOMET;IVAN SKELIN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PRIMORSKI DOLAC;JOŠKO DUJMOVIĆ;;JOŠKO DUJMOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PRIMORSKI DOLAC;ANA VIDIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;RUNOVIĆI;PETAR BITANGA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;RUNOVIĆI;MARIO REPUŠIĆ;;MARIO REPUŠIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SUTIVAN;RANKO BLAŽEVIĆ;;RANKO BLAŽEVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;SUTIVAN;FRANKO GOSPODNETIĆ;;FRANKO GOSPODNETIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TUČEPI;ANTE ČOBRNIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TUČEPI;SANDRA ČOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;TUČEPI;IVANA VISKOVIĆ;;IVANA VISKOVIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZADVARJE;MIHAJLO ČIZMIĆ;;MIHAJLO ČIZMIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;ZADVARJE;IVAN KRŽELJ;;IVAN KRŽELJ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BALE - VALLE;EDI PASTROVICCHIO;;EDI PASTROVICCHIO - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BARBAN;DALIBOR PAUS;;IDS, ISU - PIP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BARBAN;KATARINA RADOLA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BARBAN;NINO ROJNIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BRTONIGLA - VERTENEGLIO;EZIO BARNABA;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BRTONIGLA - VERTENEGLIO;TOMISLAV KLARIĆ;;TOMISLAV KLARIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;BRTONIGLA - VERTENEGLIO;NEŠ SINOŽIĆ;;NEŠ SINOŽIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;BUJE - BUIE;BOJANA PUZIGAĆA;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;BUJE - BUIE;FABRIZIO VIŽINTIN;;ISTARSKI DEMOKRATSKI SABOR - IDS
GRADONAČELNIK;ISTARSKA ŽUPANIJA;BUZET;DAMIR KAJIN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;BUZET;ANA PERNIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
GRADONAČELNIK;ISTARSKA ŽUPANIJA;BUZET;DEAN PRODAN;;DEAN PRODAN - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;CEROVLJE;MARTINA STABILE;;DEMOKRATI, HSS, LABURISTI
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;CEROVLJE;ELVIS ŠTERPIN;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;GRAČIŠĆE;IVAN JEROMELA;;IVAN JEROMELA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;GRAČIŠĆE;IVAN MIJANDRUŠIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;GRAČIŠĆE;IVAN VOJSKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;GROŽNJAN - GRISIGNANA;CLAUDIO STOCOVAZ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KANFANAR;SANDRO JURMAN;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KANFANAR;IVICA POKRAJAC;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KRŠAN;MAURICIO BAJERIĆ;;IDS, HSU
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KRŠAN;ROMAN CARIĆ;;ROMAN CARIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;KRŠAN;VALDI RUNKO;;VALDI RUNKO - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;LABIN;NENAD BORŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;ISTARSKA ŽUPANIJA;LABIN;VALTER GLAVIČIĆ;;IDS, ISU - PIP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;LABIN;VALDI GOBO;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;LABIN;ŠIME MARTINOVIĆ;;ŠIME MARTINOVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;LABIN;TANJA PEJIĆ;;DEMOKRATI
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;LANIŠĆE;SLAVKO JURIŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;LANIŠĆE;ROBERTA MEDICA;;ROBERTA MEDICA - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;LIŽNJAN - LISIGNANO;MARKO RAVNIĆ;;IDS, ISU - PIP, SDP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;LUPOGLAV;FRANKO BAXA;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MARČANA;LJILJANA MILOŠ;;DEMOKRATI
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MARČANA;SREĆKO PERŠIĆ;;SREĆKO PERŠIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MARČANA;PREDRAG PLIŠKO;;IDS, SDP, ISU - PIP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MARČANA;CVETKO SLOKOVIĆ;;CVETKO SLOKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MARČANA;ANĐELO VALIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MEDULIN;GORAN BUIĆ;;GORAN BUIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MEDULIN;EMIL JUKOPILA;;EMIL JUKOPILA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MEDULIN;IVAN KIRAC;;IVAN KIRAC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MEDULIN;MIRNA MIHOVILOVIĆ RADOLOVIĆ;;IDS, ISU - PIP
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MOTOVUN - MONTONA;STEFANO BERTOŠA;;STEFANO BERTOŠA - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;MOTOVUN - MONTONA;TOMISLAV PAHOVIĆ;;TOMISLAV PAHOVIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;NOVIGRAD - CITTANOVA;ANTEO MILOS;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;OPRTALJ - PORTOLE;SEBASTIJAN BANČIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;OPRTALJ - PORTOLE;MARIO BAUER;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;OPRTALJ - PORTOLE;LEO BAZJAK;;LEO BAZJAK - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PAZIN;BORIS DEMARK;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PAZIN;SUZANA JAŠIĆ;;MOŽEMO! - POLITIČKA PLATFORMA
GRADONAČELNIK;ISTARSKA ŽUPANIJA;PAZIN;RENATO KRULČIĆ;;IDS, HSU, HNS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;PIĆAN;FABRICIO LUKEŽ;;ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;PIĆAN;DEAN MOČINIĆ;;ISTARSKI DEMOKRATSKI SABOR - IDS
OPĆINSKI NAČELNIK;ISTARSKA ŽUPANIJA;PIĆAN;MATEO SLIVAR;;MATEO SLIVAR - KANDIDAT GRUPE BIRAČA
