Vrsta izbora;Naziv županije;Naziv grada/općine;rbr;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;8;SANDRA JUSTINIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;9;VEDRAN ZEC;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;10;MARKO MRAKOVČIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;11;HEIDY BABAIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;12;MARINO KIRINČIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;13;ANA MILETOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;NEVA SLANI;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;DINO ŽIGULIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;SANDA GRČEVIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;IGOR PUŽ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;STJEPAN ŠPRAJC;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;ANDREJ FILČIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;ELENA BONAS;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;MARIO JAKOTIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;ANTONIO PRIBANIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;TADEJA KLANJAC;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;NERA BRAJAN MILETIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;BRUNO STARČIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;SANJA BARČ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;MARIO ALEMPIJEVIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;VEDRAN KRUŽIĆ;;AM, UNIJA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;IVO DUJMIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;VERA ANIČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;ZORICA SERGO;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;VLADIMIR BRNEČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;LORENA BAŠAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;IGOR SABLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;DOMAGOJ TRAMONTANA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;MARINKO BLEČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;SANDRA KINKELA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;KATARINA SRDOČ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;VILIM SIMONE;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;KLAUDIO GREGOROVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;PATRICIA RUMAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;RINO RAVNIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;ANDREJ POŠĆIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - IVO DUJMIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;MARKO ĆORIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;DINA ŠVERKO;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;MATIJA ŠTIMAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;MARINA HREBAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;MARA LEGAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;GORAN CRNKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;LARIJA TADIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;PETAR PEKAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;FLORIAN KOLJANIN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;ZLATAN PRENC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;RAFAELA BERIŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;EDO MRŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;IRENE POŠĆIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;JELENA FIRIS;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;ANĐELKO STARAJ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;DARKO VARLJEN;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;GORDANA GRGURINA;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;ALDO SIMPER;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;ERSILIJA KOPANI;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;BORIS LAGINJA;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;IVANKA GOLJA;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;HELENA NALIS;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;NEVIO FILČIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;CONNY PRISKIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;MIRKO BULIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;LOVORKA KVEDER;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;JOSIP ŽIGO;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;NIKOLA TURINA;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;RANKO VLATKOVIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;STEVAN ĆULAJA;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;ANTE ŠTAMPALIJA;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;MARIN STARČIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;DIANA MILANOVIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;ALMIR MASLIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;ADRIANO UKOVIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;PAVLE PUŽ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;ALEN LAZARIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;IVANA LOVRIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;ANA STURM MARTINIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;VLADIMIR BOŠNJAK;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;KLARA RABENSEIFNER MILJEVIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;JELENA ŽIVANOVIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;NIKOLA HLANUDA;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;ROBERTO ŽIGULIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;ISIDORA RAJKOVIĆ;;IDS, KVARNERSKA
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;BORIS URŠIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;VILMA KRIVOKUĆA;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;ALEKSANDAR POPADIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;ALEKSANDRA MENDER;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;MARKO OREŠKOVIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;NADA RUBEŠA;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;TONI ZORIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;GROZDANA POPADIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;LEO PRENC;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;VESNA SARIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;MIROSLAV JANEŠ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;ŠUHRETA DUMANJIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;EMILIJA ŠKORIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;MARIJA BRAJKOVIĆ;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;TEO MENDER;;NARODNA STRANKA - REFORMISTI - REFORMISTI
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;FERNANDO KIRIGIN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;ALESSANDRA SELAK;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;KRISTIAN TONČIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;ĐENI HRVATIN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;DUŠAN KOTUR;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;BILJANA ŠUŠA;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;IVAN VIDAKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;KRISTINA ĐUKIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;RAJKO UKIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;ANTONIJA MANESTAR;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;ALEKSANDAR VIGNJEVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;DIANA SIMONČIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;DUŠKO VRZIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;BISERKA LUNAČEK;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;LAZAR RADMANOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;1;ALEN SRŠEN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;2;IVAN MODRIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;3;PAOLA TIJAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;4;MARIJA MRVELJ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;5;LEJLA ZUBČEVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;6;AURORA SRŠEN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;7;ARSEN POSAVEC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;8;DORA SRŠEN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;9;NEVEN MAGLICA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;10;DANIJELA SRŠEN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;11;SILVESTAR MATIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;12;LEON MAUL;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;13;BORIS PALMIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;14;ANTE MATIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OPATIJA;15;LUCA MIĆIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ALEN SRŠEN
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;1;MARIJAN KEREŽI;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;2;MIKO SINDIČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;3;ANTON ŽIC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;4;ANKICA BRKIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;5;MARIJA BALJAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;6;ANA RAMLJAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;7;IVA MIHAJIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;8;ANTON ŠULINA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;9;ANTUN KIRINČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;1;MARINKO ŽIC;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;2;GORAN GRŽANČIĆ;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;3;MAJA POLONIJO;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;4;ANA LELEKOVIĆ;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;5;HRVOJE MRAKOVČIĆ;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;6;KRISTIJAN ŽIC;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;7;IRENA ŽIC-ORLIĆ;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;8;DRAGICA BRAJAČ;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;9;ŽELJAN ŽIC;;SDP, PGS, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;1;DANIEL STRČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;2;SINIŠA KARABAIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;3;IVAN ORLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;4;SANJA PETRAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;5;ANDREA MANZONI;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;6;IVA ŠULINA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;7;BORIS SINDIČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;8;DARIA KARABAIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;PUNAT;9;IVICA ORLIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - DANIEL STRČIĆ
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;RAB;1;KRUNO BEG;;DOMOVINSKI POKRET - DP
